id,grade,grade_suffix,coating,finish,surface_type,surface_protection,form,thickness_min,thickness_max,width_min,width_max,length_min,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,yield_strength_min,yield_strength_max,tensile_strength_min,tensile_strength_max,grade_norm,Grade/Material,UNS_No,Steel_No,Standards,Carbon (C),Manganese (Mn),Silicon (Si),Sulfur (S),Phosphorus (P),Chromium (Cr),Nickel (Ni),Molybdenum (Mo),Vanadium (V),Tungsten (W),Cobalt (Co),Copper (Cu),Aluminum (Al),Titanium (Ti),Niobium (Nb),Boron (B),Nitrogen (N),Tensile strength (Rm),Yield strength (Re or Rp0.2),Elongation (A%),Reduction of area (Z%),"Hardness (HB, HV, HRC)",Impact toughness (Charpy V-notch),Fatigue limit,Creep resistance,Source_Pages,Application,Category,Nb + V + Ti (Others),Coating,Carbon (C)_min,Carbon (C)_max,Carbon (C)_mid,Manganese (Mn)_min,Manganese (Mn)_max,Manganese (Mn)_mid,Silicon (Si)_min,Silicon (Si)_max,Silicon (Si)_mid,Sulfur (S)_min,Sulfur (S)_max,Sulfur (S)_mid,Phosphorus (P)_min,Phosphorus (P)_max,Phosphorus (P)_mid,Tensile strength (Rm)_min,Tensile strength (Rm)_max,Tensile strength (Rm)_mid,Yield strength (Re or Rp0.2)_min,Yield strength (Re or Rp0.2)_max,Yield strength (Re or Rp0.2)_mid,missing_ref,cluster,pca1,pca2
ec54c295-a5d5-4344-8707-3e32ace0e99a,S500MC,,,,,,,2.2,2.5,,,,,,20000.0,20000.0,,,,,,,,,s500mc,S500MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,550-700 MPa,≥500 MPa,≥14%,,,,,,Standard Specifications,"Cold forming, automotive",Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.7,1.7,1.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,550.0,700.0,625.0,500.0,500.0,500.0,False,1,1.9808734149215885,-0.7223207291315469
7fbe0396-dc55-421f-ac43-cddb850605a8,S235JR,,,,,Oiled (O),Coils,3.0,3.0,85.0,1520.0,,,,,25000.0,610.0,610.0,,,320.0,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5047046803660714,-0.37798835946188414
b83e92ca-8f0d-4d7e-8f34-427a248d13a4,S235JR,,,,,,Plates,10.0,10.0,1500.0,1500.0,3000.0,3000.0,,96000.0,96000.0,,,,,,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5647748897195377,-0.3897001188272563
b986a749-ebe0-4954-9ff2-fba6a4fe4725,S320MC,,,,,,Plates,10.0,10.0,1500.0,1500.0,3000.0,3000.0,,96000.0,96000.0,,,,,,,,,s320mc,S320MC,,,EN 10149-2:2013,≤0.12,≤1.40,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,400-520 MPa,≥320 MPa,≥23%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.4,1.4,1.4,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,400.0,520.0,460.0,320.0,320.0,320.0,False,4,0.9620015319592737,-1.1209763469510199
bf6a1dea-972e-4f53-8162-9bf22ea28fd0,S460MC,,,,,Oiled (O),Coils,3.0,3.0,60.0,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s460mc,S460MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,520-670 MPa,≥460 MPa,≥17%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.7,1.7,1.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,520.0,670.0,595.0,460.0,460.0,460.0,False,4,1.784394732582054,-0.7939025593440231
49b46df7-ed96-418f-a3f4-0f16bc51adee,CR240LA,,,Cold Rolled,Unexposed (intenal parts) (U),,Slit Coils,2.92,3.08,147.0,,,,,3000.0,3000.0,,,,,,,,,cr240la,CR240LA,,,Automotive specification,≤0.12,≤0.70,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,340-420 MPa,≥240 MPa,≥29%,,,,,,Standard Specifications,Automotive cold rolled high strength,HSLA Steel,,,0.12,0.12,0.12,0.7,0.7,0.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,340.0,420.0,380.0,240.0,240.0,240.0,False,4,-0.0733193431668456,-1.1955282830777105
e0afcea5-f091-4db3-afa2-c7370146f983,S550MC,,,,,Oiled (O),Coils,4.0,4.0,840.0,840.0,,,,,,,,,,,,,,s550mc,S550MC,,,EN 10149-2:2013,≤0.12,≤1.80,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,600-760 MPa,≥550 MPa,≥15%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.8,1.8,1.8,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,600.0,760.0,680.0,550.0,550.0,550.0,False,1,2.2705237899273905,-0.5938638899392541
7fdb15bd-33cb-49b4-9b05-c859552aeb45,16MnCrS5,,,As Rolled (+AR),,,Round Bars,41.0,41.0,41.0,41.0,,,,15000.0,15000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
e564f964-2380-40fa-8a3a-9f3fdb307e36,16MnCrS5,,,As Rolled (+AR),,,Round Bars,37.0,37.0,37.0,37.0,,,,5000.0,5000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
773eb672-cbd1-446f-a43c-a46ef6aff936,16MnCrS5,,,As Rolled (+AR),,,Round Bars,48.0,48.0,48.0,48.0,,,,10000.0,10000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
3e8c278a-87e5-489b-b525-6f4e64022740,16MnCrS5,,,As Rolled (+AR),,,Round Bars,26.0,26.0,26.0,26.0,,,,6000.0,6000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
8d8d0828-386e-4840-8faa-64cbfb7dacaa,16MnCrS5,,,As Rolled (+AR),,,Round Bars,29.0,29.0,29.0,29.0,,,,10000.0,10000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
d54a4fc9-67d5-407f-8ee2-b4110feaefd9,16MnCrS5,,,As Rolled (+AR),,,Round Bars,33.0,33.0,33.0,33.0,,,,15000.0,15000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
6da64cb9-668e-48c2-a3e7-a9a34f47ad0f,16MnCrS5,,,As Rolled (+AR),,,Round Bars,41.0,41.0,41.0,41.0,,,,15000.0,15000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
50d0ffaf-2534-42ea-954b-f642c65590d2,16MnCrS5,,,As Rolled (+AR),,,Round Bars,37.0,37.0,37.0,37.0,,,,5000.0,5000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
695dc95d-2721-42e4-b3df-5844d4a71df6,16MnCrS5,,,As Rolled (+AR),,,Round Bars,48.0,48.0,48.0,48.0,,,,10000.0,10000.0,,,,,,,,,16mncrs5,16MnCrS5,,,EN 10084:2008,0.14-0.19,1.00-1.30,≤0.40,0.020-0.040,≤0.035,0.80-1.10,,,,,,,,,,,,900-1200 MPa,≥650 MPa,≥10%,,58-64 HRC (case),,,,Standard Specifications,Case hardening steel,Case Hardening Steel,,,0.14,0.19,0.165,1.0,1.3,1.15,0.4,0.4,0.4,0.02,0.04,0.03,0.035,0.035,0.035,900.0,1200.0,1050.0,650.0,650.0,650.0,False,1,2.6712507255962703,0.746587815195574
8ba8edcd-fdd5-47b2-ba49-09ca4b30b861,S235JR,,,Oiled,,,Coils,,,25.0,30.0,,,,,25000.0,610.0,610.0,,,,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5303836295879443,-0.323863898811048
328d43fd-537d-4839-8f3b-372a1f3b1cd5,DX51D,,Z275,Hot-dip Galvanized (+Z/+GI),,,Coils,2.5,2.5,1250.0,1250.0,,,,8000.0,16000.0,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.4343722011124311,2.163096216070222
82cae7c3-5dec-4837-8089-1f622fae6031,DC01,,,Oiled,,,Sheets,2.0,2.0,1000.0,1000.0,,,,15000.0,15000.0,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.1788185547119943,0.3401766445778021
1eec9abb-e459-484f-8972-8a070653014f,DC05,,ZE75/75,Electro-Galvanized (+ZE),Conventional surface (A),Oiled (O),Coils,2.25,2.25,960.0,960.0,,,,,,,,,,,,,,dc05,DC05,,,EN 10130:2006,≤0.06,≤0.35,,≤0.025,≤0.025,,,,,,,,,,,,,270-330 MPa,≤180 MPa,≥40%,,,,,,Standard Specifications,Extra deep drawing quality,Cold Rolled Steel,,,0.06,0.06,0.06,0.35,0.35,0.35,,,,0.025,0.025,0.025,0.025,0.025,0.025,270.0,330.0,300.0,180.0,180.0,180.0,False,2,-2.0172504335263097,-0.5748577954090128
2f9b77a7-eea1-45c4-9fa3-0e6885fcdc62,DC04,,ZE75/75,Electro-Galvanized (+ZE),Conventional surface (A),Oiled (O),Coils,1.0,1.0,800.0,800.0,,,,,,,,,,,,,,dc04,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.03,0.03,0.03,270.0,350.0,310.0,210.0,210.0,210.0,False,2,-1.848192414184475,-0.26562174662526256
2b1467df-c8b6-4d37-b7a5-27a8a1f0b690,DC01,,ZE25/25,Electro-Galvanized (+ZE),Conventional surface (A),Chemically passivated (C),Coils,3.0,3.0,1000.0,1000.0,,,,15000.0,20000.0,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.4235953680883044,0.5861412299755957
7a20ea92-a5da-4ea0-872c-dcff2c1d2d1c,HX260LAD,,Z100,Hot-dip Galvanized (+Z),"Minimized spangle, improved surface (MB)",Oiled (O),Coils,1.5,1.5,,,,,,,,,,,,,,,,hx260lad,HX260LAD,,,Automotive specification,≤0.10,0.40-0.80,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,350-450 MPa,≥260 MPa,≥31%,,,,,,Standard Specifications,Automotive HSLA with improved drawability,HSLA Steel,,,0.1,0.1,0.1,0.4,0.8,0.6000000000000001,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,350.0,450.0,400.0,260.0,260.0,260.0,False,4,-0.2723752828604528,-1.0417903912842967
18649f21-ffff-4ba8-bf6b-896980189730,CR240LA,,GI50/50,Hot-dip Galvanized (+GI),,Oiled (O),Coils,1.5,1.5,,,,,,,,,,,,,,,,cr240la,CR240LA,,,Automotive specification,≤0.12,≤0.70,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,340-420 MPa,≥240 MPa,≥29%,,,,,,Standard Specifications,Automotive cold rolled high strength,HSLA Steel,,,0.12,0.12,0.12,0.7,0.7,0.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,340.0,420.0,380.0,240.0,240.0,240.0,False,4,-0.16986628962868086,-1.0719548556270742
23de5fff-8e9e-4227-af53-dbd9ef88b283,S235JR,,,,,,Heavy Plates,12.0,12.0,1500.0,1500.0,3000.0,3000.0,,48000.0,48000.0,,,,,,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5445495619390456,-0.3817844197504491
060dc120-fb25-4b65-af20-2aa30d5c7f56,S320MC,,,,,,Heavy Plates,12.0,12.0,1500.0,1500.0,3000.0,3000.0,,48000.0,48000.0,,,,,,,,,s320mc,S320MC,,,EN 10149-2:2013,≤0.12,≤1.40,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,400-520 MPa,≥320 MPa,≥23%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.4,1.4,1.4,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,400.0,520.0,460.0,320.0,320.0,320.0,False,4,0.9417762041787818,-1.1130606478742127
f49e8eb2-788c-4dd0-b4ae-c0943a041a7c,HC260LA,,,,,Oiled (O),Coils,2.5,2.5,860.0,860.0,,,,,,,,,,,,,,hc260la,HC260LA,,,Automotive specification,≤0.10,0.40-0.80,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,350-450 MPa,≥260 MPa,≥29%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,0.1,0.1,0.1,0.4,0.8,0.6000000000000001,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,350.0,450.0,400.0,260.0,260.0,260.0,False,4,-0.10750617664213467,-1.310404389979932
aaf54e3e-3adc-47c3-a55a-28c9f057a3e7,DC03ED,,,,,,Coils,2.0,2.0,1500.0,1500.0,,,,,,,,,,,,,,dc03ed,DC03ED,,,Automotive specification,≤0.10,≤0.45,,≤0.030,≤0.030,,,,,,,,,,,,,270-370 MPa,≤210 MPa,≥34%,,,,,,Standard Specifications,Deep drawing steel with electro-deposition treatment,Cold Rolled Steel,,,0.1,0.1,0.1,0.45,0.45,0.45,,,,0.03,0.03,0.03,0.03,0.03,0.03,270.0,370.0,320.0,210.0,210.0,210.0,False,2,-1.533592901715147,-0.48044700381754385
b1a68092-cb57-4931-9b72-17ffd1fb532e,DC03EK,,,,,,Coils,2.0,2.0,1500.0,1500.0,,,,,,,,,,,,,,dc03ek,DC03EK,,,Automotive specification,≤0.10,≤0.45,,≤0.030,≤0.030,,,,,,,,,,,,,270-370 MPa,≤210 MPa,≥34%,,,,,,Standard Specifications,Deep drawing steel with electrolytic coating,Cold Rolled Steel,,,0.1,0.1,0.1,0.45,0.45,0.45,,,,0.03,0.03,0.03,0.03,0.03,0.03,270.0,370.0,320.0,210.0,210.0,210.0,False,2,-1.533592901715147,-0.48044700381754385
0ec22b51-04d6-4100-8183-58951a86d7a4,DC01ED,,,,,,Coils,,,,,,,,,,,,,,,,,,dc01ed,DC01ED,,,Automotive specification,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,Cold rolled steel with electro-deposition treatment,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.229965838605799,0.2996185188105834
f06908ec-569e-4df8-b99e-1856c8d3eaf5,DC01EK,,,,,,Coils,,,,,,,,,,,,,,,,,,dc01ek,DC01EK,,,Automotive specification,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,Cold rolled steel with electrolytic coating,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.229965838605799,0.2996185188105834
c2d81561-4a6f-4457-8e98-0432fa4769e1,S355K2+N,,,,,,Plates,28.0,28.0,3700.0,3700.0,12470.0,12470.0,,165362.18,165362.18,,,,,,,,,s355k2+n,S355K2+N,,,EN 10025-3:2019,≤0.18,1.00-1.60,≤0.55,≤0.025,≤0.025,,,,,,,,,,,,,470-630 MPa,≥355 MPa,≥22%,,,40J at -20°C,,,Standard Specifications,Normalized fine grain structural steel,Structural Steel,,,0.18,0.18,0.18,1.0,1.6,1.3,0.55,0.55,0.55,0.025,0.025,0.025,0.025,0.025,0.025,470.0,630.0,550.0,355.0,355.0,355.0,False,4,1.4092028974944586,-0.6649759295473193
9b2bb8e8-ff04-4cf5-886b-0831473dde11,DC01,,ZE25/25,Bright,,,Slit Coils,0.7,0.7,135.0,135.0,,,,6000.0,6000.0,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.333576625539332,0.5275596873781403
14801f01-3697-4034-a4a1-9d418eba55e2,DC01,,ZE75/75,Bright,,,Slit Coils,0.7,0.7,135.0,135.0,,,,6000.0,6000.0,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.326690006836213,0.5202145586394228
c03db603-2a52-4882-8f96-b0f2481118b1,DC01,,ZE25/25,Bright,,,Strips,1.5,1.5,175.0,175.0,,,,4000.0,4000.0,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.3300152805416656,0.5269787734526251
3b22b1ac-5583-4b3b-84c9-38274816dd81,DC01,,ZE75/75,Bright,,,Strips,1.5,1.5,175.0,175.0,,,,4000.0,4000.0,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.323128661838546,0.5196336447139075
ccf6f92d-5572-4fef-8ab3-e501ebfc280b,HC420LA,,,Cold Rolled (+CR),,Lightly Oiled (L),Coils,1.5,1.5,828.0,1520.0,,,,20000.0,25000.0,,,,,,,,,hc420la,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,0.12,0.12,0.12,0.7,1.6,1.15,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,1.1175863724612176,-0.8148384340274014
49026fd4-c9bd-4c36-a4f6-420f3fbbbbf0,S235,,,Hot Rolled,,,Plates,8.0,18.0,,,,,,,,,,,,,,,,s235,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5766984721204305,-0.3290432586082294
b247e3a1-da63-4a2f-b0b2-49289e77d5bb,,,GA50/50,Galvannealed (+ZF/+GA),,,Coils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.338095629999197,-2.315654189756488
8deec7df-44de-442b-af3a-d520e18d3c81,,,GA60/60,Galvannealed (+ZF/+GA),,,Coils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.338095629999197,-2.315654189756488
70770051-5ba0-4cf9-80da-e50674b4a7ea,S235JR,,,Oiled,,,Coils,,,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5303836295879443,-0.323863898811048
5d33748c-4c59-4779-80fe-8cf7a7d571c9,HC420LA,,,,,,,2.3,2.3,,,,,,,,,,,,,,,,hc420la,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,0.12,0.12,0.12,0.7,1.6,1.15,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,1.1646351482005513,-0.9057104916077822
